,update,merit,gestation,fitness,repro_rate,dep_size,copied_size,executed_size,dep_abundance,prop_birth,breed_true,dep_depth,generation,neutral,label,true_rep_rate,not,nand,and,orn,or,andn,nor,xor,equ,resnot,resand,resor,resnor,resnand,resorn,resandn,resxor,resequ,safe,inst_executed,popsize,genotypecount,thresholdgenotypes,numspecies,numthresholdspecies,numlineages,numbirths,numdeaths,numbreedtrue,numbreedtrue2,numnobirth,numsinglethreaded,nummultithreaded,nummodified,uniquephenotypetask,shannondiv,uniquephenotypecount,avgshannondiv,avgtaskdiv,seed,condition,patches,killed,ecology
36532,100000,648827.0,1509.7,439.18699999999995,0,0,165.804,159.07399999999998,0,0.00968992,0.00968992,0,2069.18,-7.91719,0,295.785,452.0,474.0,214.0,926.0,1032.0,1032.0,926.0,924.0,924.0,21.7595,17.9484,40.5894,13.442,11.2796,8.62298,13.1481,10.1657,9.96144,930.0,30930.0,1032.0,5.0,5.0,0.0,0.0,0.0,10.0,9.0,10.0,1032.0,523.0,1032.0,0.0,0.0,4.0,1.7219,5.0,2.7341900000000003,6.68992,10084,test_command_results/1_patches_30_cells_100_killed_ecology-pop5_10084/data,1,100,Y
36633,100000,51840.9,1066.37,47.3565,0,0,149.077,139.295,0,0.0285171,0.018060800000000002,0,3311.86,-12.1343,0,36.4769,278.0,988.0,915.0,815.0,972.0,981.0,635.0,325.0,626.0,25.7192,8.70616,9.3144,10.7695,8.58703,8.586,14.3651,21.3599,14.5648,930.0,31470.0,1052.0,568.0,172.0,0.0,0.0,0.0,30.0,30.0,19.0,692.0,534.0,1052.0,0.0,0.0,59.0,2.90287,94.0,2.56015,6.20972,10078,test_command_results/1_patches_30_cells_100_killed-pop4_10078/data,1,100,N
36734,100000,1.58375e+48,17506.8,8.95139e+43,0,0,991.12,667.173,0,0.0,0.0,0,3494.41,-107.221,0,1.5085900000000001e+55,903.0,899.0,731.0,851.0,786.0,850.0,840.0,726.0,738.0,150.749,115.97200000000001,141.028,128.542,124.3,154.485,128.42,137.135,111.48299999999999,930.0,27570.0,919.0,905.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,472.0,919.0,0.0,0.0,28.0,1.69203,327.0,2.86762,7.969530000000001,10051,test_command_results/1_patches_30_cells_100_killed-pop3_10051/data,1,100,N
36835,100000,9622200.0,2116.56,4410.9,0,0,120.678,115.87,0,0.00853081,0.00473934,0,1377.36,7.645910000000001,0,3411.55,487.0,510.0,570.0,836.0,660.0,666.0,535.0,433.0,720.0,23.9598,56.6219,26.4959,16.0056,32.1727,17.1176,20.442,43.1417,20.7364,9000.0,31410.0,1055.0,419.0,183.0,0.0,0.0,0.0,9.0,11.0,5.0,793.0,223.0,1055.0,0.0,0.0,57.0,3.7699300000000004,144.0,2.19792,5.1244,9312,test_command_results/100_patches_3_cells_200_killed-pop6_9312/data,100,200,N
36936,100000,655166000.0,1766.3,227008.0,0,0,177.018,171.422,0,0.00876339,0.00584226,0,1769.47,3.49225,0,287536.0,696.0,215.0,617.0,539.0,522.0,689.0,599.0,587.0,585.0,24.6179,65.4085,26.9819,26.7586,26.6078,18.7507,24.0978,29.789,20.8894,9000.0,30630.0,1027.0,716.0,208.0,0.0,0.0,0.0,9.0,11.0,6.0,719.0,481.0,1027.0,0.0,0.0,34.0,2.8181700000000003,170.0,1.7549,4.89107,9337,test_command_results/100_patches_3_cells_200_killed-pop7_9337/data,100,200,N
37031,100000,2004.61,1077.98,1.85313,0,0,127.48200000000001,125.43,0,0.0213618,0.0213618,0,2805.61,-17.1746,0,1.16127,684.0,1563.0,2247.0,1447.0,2247.0,2247.0,2247.0,800.0,1447.0,8.70326,4.608709999999999,2.9243,3.9514699999999996,3.0937,3.06165,2.99899,13.6603,3.9218,9000.0,66180.0,2247.0,5.0,5.0,0.0,0.0,0.0,48.0,46.0,48.0,2247.0,1038.0,2247.0,0.0,0.0,3.0,1.58195,3.0,2.72789,6.64266,9063,test_command_results/100_patches_3_cells_100_killed_ecology-pop4_9063/data,100,100,Y
37132,100000,9318320.0,2128.01,4271.52,0,0,120.917,115.63799999999999,0,0.012832299999999998,0.00824931,0,1399.5,4.26441,0,3624.46,568.0,571.0,504.0,844.0,708.0,796.0,610.0,399.0,786.0,23.6623,59.3276,27.8805,17.3516,30.0712,17.2208,20.68,47.4643,17.0025,9000.0,32340.0,1091.0,463.0,204.0,0.0,0.0,0.0,14.0,12.0,9.0,798.0,257.0,1091.0,0.0,0.0,61.0,3.8645699999999996,150.0,2.23422,5.297219999999999,9318,test_command_results/100_patches_3_cells_200_killed-pop6_9318/data,100,200,N
37221,100000,146068.0,1495.23,94.2931,0,0,264.616,213.658,0,0.0100806,0.00336022,0,3234.22,-50.3721,0,64.8488,1284.0,1315.0,1235.0,1242.0,1438.0,1447.0,1321.0,1332.0,1144.0,7.10991,7.33648,7.97261,7.738389999999999,7.09793,7.50865,7.2465399999999995,8.02334,8.16811,9000.0,44220.0,1488.0,985.0,264.0,0.0,0.0,0.0,15.0,20.0,5.0,681.0,558.0,1488.0,0.0,0.0,55.0,2.76839,138.0,2.9104900000000002,7.906739999999999,9191,test_command_results/100_patches_3_cells_100_killed-pop10_9191/data,100,100,N
37322,100000,6360.48,919.075,6.46429,0,0,108.54799999999999,102.697,0,0.0221745,0.018598,0,5650.02,7.47858,0,4.35605,944.0,891.0,813.0,733.0,1153.0,1273.0,398.0,787.0,855.0,11.1282,6.89027,10.5736,8.60288,6.92272,6.37367,17.5415,9.82996,7.54902,9000.0,41070.0,1398.0,596.0,210.0,0.0,0.0,0.0,31.0,32.0,26.0,970.0,488.0,1398.0,0.0,0.0,76.0,4.65741,332.0,2.33735,5.6038,9355,test_command_results/100_patches_3_cells_200_killed-pop8_9355/data,100,200,N
37423,100000,8.520480000000001e+43,5003.6,6.395930000000001e+39,0,0,470.80199999999996,373.158,0,0.0011236,0.0,0,759.0939999999999,13.8618,0,7.389290000000001e+76,424.0,381.0,423.0,415.0,420.0,418.0,320.0,263.0,399.0,138.54399999999998,136.924,137.849,140.481,139.216,140.491,140.621,994.992,140.539,9000.0,26700.0,890.0,839.0,133.0,0.0,0.0,0.0,1.0,3.0,0.0,560.0,534.0,890.0,0.0,0.0,22.0,2.19092,61.0,1.4010799999999999,3.88176,9370,test_command_results/100_patches_3_cells_200_killed-pop9_9370/data,100,200,N
37524,100000,1806.87,1075.8,1.6846,0,0,126.977,124.9,0,0.0156695,0.0156695,0,2800.95,22.1815,0,1.06765,636.0,1470.0,2106.0,1451.0,2106.0,2106.0,2106.0,655.0,1451.0,10.9557,4.57457,3.29495,4.8169699999999995,3.2581599999999997,3.1055599999999997,3.12823,9.28218,4.8533800000000005,9000.0,62340.0,2106.0,7.0,7.0,0.0,0.0,0.0,33.0,39.0,33.0,2106.0,944.0,2106.0,0.0,0.0,3.0,1.5755299999999999,3.0,2.73813,6.68871,9069,test_command_results/100_patches_3_cells_100_killed_ecology-pop4_9069/data,100,100,Y
37625,100000,7.93011e+16,5454.03,14373100000000.0,0,0,296.434,276.631,0,0.00218579,0.0,0,1336.5,-8.47873,0,10032000000000.0,913.0,903.0,885.0,902.0,874.0,884.0,886.0,866.0,865.0,28.7548,29.2238,36.5145,31.8294,36.5996,38.56,38.8897,41.46,35.9027,930.0,27450.0,915.0,665.0,150.0,0.0,0.0,0.0,2.0,2.0,0.0,435.0,438.0,915.0,0.0,0.0,37.0,0.9425690000000001,95.0,3.09896,8.71913,10491,test_command_results/1_patches_30_cells_300_killed-pop5_10491/data,1,300,N
37726,100000,4.51169e+33,8861.38,4.00932e+29,0,0,801.757,785.044,0,0.00110619,0.0,0,659.93,14.4051,0,1.81055e+29,904.0,904.0,904.0,904.0,904.0,904.0,904.0,0.0,904.0,103.321,106.149,103.40899999999999,106.29899999999999,106.73,106.69,106.29899999999999,994.992,106.34200000000001,930.0,27090.0,904.0,189.0,186.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,455.0,904.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,10565,test_command_results/1_patches_30_cells_300_killed_ecology-pop9_10565/data,1,300,Y
37827,100000,21526300.0,1928.28,9361.04,0,0,191.657,174.97799999999998,0,0.00627803,0.00179372,0,2100.68,4.6483099999999995,0,7959.18,484.0,430.0,961.0,956.0,519.0,1017.0,980.0,888.0,908.0,55.0787,20.8532,15.7537,15.8365,17.3986,12.745999999999999,10.8253,11.7535,11.8291,9000.0,33240.0,1115.0,815.0,235.0,0.0,0.0,0.0,7.0,9.0,2.0,333.0,267.0,1115.0,0.0,0.0,81.0,3.6603,228.0,2.55687,6.39964,9294,test_command_results/100_patches_3_cells_200_killed-pop5_9294/data,100,200,N
37928,100000,1146450.0,1528.44,789.1339999999999,0,0,170.50799999999998,163.006,0,0.014300299999999998,0.014300299999999998,0,2091.12,16.1408,0,544.286,445.0,403.0,187.0,848.0,979.0,979.0,848.0,923.0,923.0,21.9628,27.5556,30.9573,12.2696,10.9438,7.99607,14.0878,10.6575,10.7668,930.0,29280.0,979.0,5.0,5.0,0.0,0.0,0.0,14.0,14.0,14.0,979.0,468.0,979.0,0.0,0.0,4.0,1.6801599999999999,5.0,2.72989,6.67623,10285,test_command_results/1_patches_30_cells_200_killed_ecology-pop5_10285/data,1,200,Y
38029,100000,54819.3,1083.89,48.1216,0,0,134.55200000000002,131.305,0,0.0101382,0.00921659,0,3323.23,-118.729,0,31.5528,721.0,1009.0,1004.0,985.0,990.0,1011.0,685.0,292.0,668.0,8.31991,5.96352,6.10802,6.145519999999999,6.10271,6.07976,8.22903,26.1447,8.050839999999999,930.0,32370.0,1085.0,615.0,202.0,0.0,0.0,0.0,11.0,9.0,10.0,689.0,557.0,1085.0,0.0,0.0,46.0,2.1974299999999998,83.0,2.65932,6.78538,10072,test_command_results/1_patches_30_cells_100_killed-pop4_10072/data,1,100,N
38130,100000,4.2389100000000005e+60,13360.0,3.00925e+56,0,0,778.535,482.587,0,0.00120773,0.0,0,2538.26,-40.0363,0,5.20895e+60,811.0,812.0,812.0,806.0,811.0,802.0,794.0,783.0,795.0,149.865,157.889,147.97,154.417,144.42,157.834,154.619,154.356,158.194,930.0,24810.0,828.0,781.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,414.0,828.0,0.0,0.0,29.0,0.669126,41.0,3.08943,8.72705,10776,test_command_results/1_patches_30_cells_400_killed-pop9_10776/data,1,400,N
38225,100000,1516.95,1081.56,1.40048,0,0,127.619,125.587,0,0.030025,0.030025,0,2812.9,-5.64478,0,0.911222,800.0,1598.0,2398.0,1584.0,2398.0,2398.0,2398.0,814.0,1584.0,7.027880000000001,4.97468,2.98541,3.8157300000000003,2.8959099999999998,3.0880099999999997,2.91339,12.0782,3.8822699999999997,9000.0,69870.0,2398.0,8.0,8.0,0.0,0.0,0.0,72.0,44.0,72.0,2398.0,1039.0,2398.0,0.0,0.0,3.0,1.58485,3.0,2.73197,6.661010000000001,11060,test_command_results/225_patches_2_cells_100_killed_ecology-pop4_11060/data,225,100,Y
38326,100000,2.92439e+23,6076.31,3.73211e+19,0,0,346.462,306.369,0,0.00409417,0.00102354,0,464.829,-13.1151,0,3.721410000000001e+134,798.0,253.0,802.0,552.0,796.0,809.0,805.0,245.0,545.0,55.1714,155.216,59.0372,82.4459,62.775,59.2704,57.9267,159.201,83.6985,9000.0,29190.0,977.0,944.0,479.0,0.0,0.0,0.0,4.0,2.0,1.0,493.0,262.0,977.0,0.0,0.0,28.0,1.7890400000000002,190.0,2.27394,5.73436,11057,test_command_results/225_patches_2_cells_100_killed-pop3_11057/data,225,100,N
38427,100000,2081590.0,1569.22,1364.51,0,0,179.079,171.518,0,0.006335800000000001,0.006335800000000001,0,2080.01,-85.5269,0,824.845,462.0,485.0,156.0,947.0,947.0,947.0,947.0,791.0,791.0,23.3079,20.4666,49.8552,9.775910000000001,10.7652,9.594339999999999,11.0435,12.7968,12.9239,930.0,28350.0,947.0,3.0,3.0,0.0,0.0,0.0,6.0,7.0,6.0,947.0,448.0,947.0,0.0,0.0,3.0,1.44771,3.0,2.77107,6.836860000000001,10687,test_command_results/1_patches_30_cells_400_killed_ecology-pop5_10687/data,1,400,Y
38528,100000,3.28999e+41,15386.3,1.79506e+37,0,0,860.053,855.569,0,0.00125156,0.0,0,1026.77,-23.3043,0,5.01982e+36,799.0,799.0,0.0,799.0,799.0,799.0,799.0,0.0,799.0,129.937,129.94,994.992,149.197,146.363,149.227,146.593,994.992,146.251,930.0,23940.0,799.0,207.0,206.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,386.0,799.0,0.0,0.0,1.0,0.0,1.0,2.80735,7.0,10840,test_command_results/1_patches_30_cells_500_killed_ecology-pop3_10840/data,1,500,Y
38629,100000,9614.32,780.829,12.3109,0,0,108.0,104.083,0,0.0152439,0.0152439,0,3917.41,-20.2085,0,7.597180000000001,984.0,984.0,633.0,984.0,784.0,351.0,551.0,633.0,633.0,8.096589999999999,5.82022,6.7212,5.03037,12.305,24.4055,10.3712,7.277989999999999,6.488090000000001,930.0,29460.0,984.0,3.0,3.0,0.0,0.0,0.0,15.0,19.0,15.0,984.0,485.0,984.0,0.0,0.0,3.0,1.51817,3.0,2.6726099999999997,6.64622,10549,test_command_results/1_patches_30_cells_300_killed_ecology-pop8_10549/data,1,300,Y
38730,100000,2.12365e+42,16375.2,1.27744e+38,0,0,979.933,717.125,0,0.0,0.0,0,2668.19,43.9391,0,-2.1741000000000003e+63,879.0,860.0,518.0,849.0,848.0,592.0,617.0,573.0,259.0,117.92399999999999,118.831,162.749,125.079,117.334,136.559,127.402,141.914,487.384,930.0,26940.0,898.0,874.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,450.0,898.0,0.0,0.0,20.0,2.15666,89.0,2.67291,6.67595,10856,test_command_results/1_patches_30_cells_500_killed-pop3_10856/data,1,500,N
38831,100000,136042.0,1010.09,137.221,0,0,215.391,203.08,0,0.00835946,0.00835946,0,3023.17,-15.5044,0,74.6496,671.0,957.0,671.0,957.0,671.0,671.0,671.0,957.0,286.0,9.14343,6.3619,9.12195,6.23916,8.99653,9.147839999999999,9.311160000000001,6.164969999999999,22.2454,930.0,28710.0,957.0,2.0,2.0,0.0,0.0,0.0,8.0,9.0,8.0,957.0,475.0,957.0,0.0,0.0,2.0,0.880266,2.0,2.7008400000000004,6.80335,10582,test_command_results/1_patches_30_cells_300_killed_ecology-pop10_10582/data,1,300,Y
38932,100000,110142000.0,2555.87,43033.9,0,0,178.475,173.65,0,0.00954401,0.00954401,0,1337.02,-29.7104,0,34073.1,943.0,778.0,0.0,943.0,943.0,943.0,943.0,943.0,943.0,14.0873,42.397,994.992,16.2813,16.9229,30.5907,16.9453,26.7544,19.3995,930.0,28170.0,943.0,2.0,2.0,0.0,0.0,0.0,9.0,5.0,9.0,943.0,463.0,943.0,0.0,0.0,2.0,0.668957,2.0,2.91794,7.82503,10529,test_command_results/1_patches_30_cells_300_killed_ecology-pop7_10529/data,1,300,Y
39024,100000,7286100000000.0,3209.17,1637080000.0,0,0,233.517,224.558,0,0.00610376,0.00508647,0,853.325,12.5402,0,-3.53265e+31,691.0,242.0,695.0,477.0,713.0,722.0,713.0,234.0,471.0,25.6429,88.0383,30.3283,46.1421,31.1893,23.9395,23.8453,91.2393,50.0422,9000.0,29310.0,983.0,739.0,291.0,0.0,0.0,0.0,6.0,4.0,5.0,551.0,381.0,983.0,0.0,0.0,28.0,2.00683,145.0,1.9917900000000002,5.03575,9254,test_command_results/100_patches_3_cells_200_killed-pop3_9254/data,100,200,N
39116,100000,159190000.0,2065.3,76492.0,0,0,268.51599999999996,251.514,0,0.00419727,0.0,0,1912.8,3.73118,0,54548.1,787.0,470.0,899.0,926.0,884.0,933.0,888.0,892.0,899.0,28.285,30.89,13.7575,12.9919,13.9292,16.1663,13.8451,15.5651,15.0015,930.0,28560.0,953.0,699.0,146.0,0.0,0.0,0.0,4.0,4.0,0.0,406.0,475.0,953.0,0.0,0.0,43.0,2.20987,105.0,2.87835,7.9516800000000005,10296,test_command_results/1_patches_30_cells_200_killed-pop5_10296/data,1,200,N
39217,100000,65658.3,1086.52,60.8465,0,0,125.94200000000001,123.96600000000001,0,0.015822799999999998,0.015822799999999998,0,2887.51,17.08,0,40.7899,313.0,948.0,635.0,948.0,948.0,948.0,658.0,290.0,658.0,20.1065,6.69948,9.3822,6.39666,6.828289999999999,6.32723,9.93989,20.3885,9.78561,930.0,28350.0,948.0,3.0,3.0,0.0,0.0,0.0,15.0,13.0,15.0,948.0,463.0,948.0,0.0,0.0,3.0,1.5811600000000001,3.0,2.73949,6.6948300000000005,10869,test_command_results/1_patches_30_cells_500_killed_ecology-pop4_10869/data,1,500,Y
39318,100000,126225.0,1009.4,124.046,0,0,215.3,203.0,0,0.0157895,0.0157895,0,3039.41,-17.1074,0,83.2126,665.0,950.0,665.0,950.0,665.0,665.0,665.0,950.0,285.0,9.05589,7.02544,9.07826,7.12937,9.275269999999999,9.07986,9.41319,7.18625,30.1018,930.0,28470.0,950.0,2.0,2.0,0.0,0.0,0.0,15.0,16.0,15.0,950.0,453.0,950.0,0.0,0.0,2.0,0.880775,2.0,2.7004200000000003,6.80169,10986,test_command_results/1_patches_30_cells_500_killed_ecology-pop10_10986/data,1,500,Y
39419,100000,3.81439e+35,2937.8,2.19926e+31,0,0,259.447,256.765,0,0.00111235,0.0,0,171.234,-0.586987,0,1.84775e+33,471.0,126.0,472.0,346.0,470.0,472.0,471.0,126.0,346.0,117.40100000000001,994.992,130.651,118.833,117.404,120.48899999999999,120.49700000000001,994.992,118.60700000000001,9000.0,26940.0,899.0,748.0,342.0,0.0,0.0,0.0,1.0,0.0,0.0,711.0,488.0,899.0,0.0,0.0,6.0,1.46899,83.0,1.46728,3.67075,11049,test_command_results/225_patches_2_cells_100_killed_ecology-pop3_11049/data,225,100,Y
39520,100000,144743.0,1064.99,128.197,0,0,141.006,137.35399999999998,0,0.0253968,0.0201058,0,3373.0,32.1084,0,89.5023,896.0,877.0,894.0,801.0,873.0,861.0,599.0,254.0,590.0,21.3708,9.95837,11.6874,12.2765,10.4813,9.88451,14.3008,27.5658,14.654000000000002,930.0,28200.0,945.0,527.0,156.0,0.0,0.0,0.0,24.0,21.0,19.0,591.0,446.0,945.0,0.0,0.0,47.0,2.34259,111.0,2.63875,7.0296899999999996,10875,test_command_results/1_patches_30_cells_500_killed-pop4_10875/data,1,500,N
39621,100000,7247200000.0,2696.69,2441730.0,0,0,186.325,178.752,0,0.016128999999999998,0.00860215,0,1784.81,44.856,0,3025100.0,910.0,776.0,78.0,890.0,702.0,791.0,693.0,679.0,674.0,22.2021,30.4848,128.814,25.4525,29.0465,30.2421,28.9304,29.9643,38.1252,930.0,27810.0,930.0,581.0,157.0,0.0,0.0,0.0,15.0,12.0,8.0,542.0,422.0,930.0,0.0,0.0,30.0,1.7269,119.0,2.52829,6.65914,10730,test_command_results/1_patches_30_cells_400_killed-pop7_10730/data,1,400,N
39722,100000,278205.0,1053.78,266.131,0,0,210.458,198.88299999999998,0,0.038342,0.0186528,0,3340.5,64.0066,0,180.875,694.0,937.0,679.0,942.0,648.0,682.0,649.0,891.0,427.0,15.4533,9.61872,15.0252,9.31123,14.8183,15.1042,14.8568,10.0354,24.8426,930.0,28800.0,965.0,672.0,162.0,0.0,0.0,0.0,37.0,37.0,18.0,473.0,509.0,965.0,0.0,0.0,42.0,2.42466,75.0,2.63875,6.788539999999999,10795,test_command_results/1_patches_30_cells_400_killed-pop10_10795/data,1,400,N
39823,100000,81555800.0,2660.0,30660.1,0,0,176.0,172.0,0,0.00736067,0.00736067,0,1221.62,-40.2634,0,24552.9,951.0,0.0,0.0,951.0,951.0,951.0,951.0,951.0,951.0,15.0226,994.992,994.992,14.5444,14.7904,27.6283,15.0478,16.4447,27.3984,930.0,28530.0,951.0,1.0,1.0,0.0,0.0,0.0,7.0,8.0,7.0,951.0,455.0,951.0,0.0,0.0,1.0,0.0,1.0,2.77924,7.0,10523,test_command_results/1_patches_30_cells_300_killed_ecology-pop7_10523/data,1,300,Y
39924,100000,59124.4,1101.0,53.7319,0,0,128.065,126.016,0,0.0188877,0.0188877,0,2858.32,-33.8877,0,46.3646,289.0,953.0,664.0,953.0,953.0,953.0,617.0,336.0,617.0,30.1231,7.9711,10.5024,7.78989,7.844530000000001,7.81375,13.4825,19.7445,13.5077,930.0,28470.0,953.0,3.0,3.0,0.0,0.0,0.0,18.0,20.0,18.0,953.0,463.0,953.0,0.0,0.0,3.0,1.58206,3.0,2.72892,6.647310000000001,10863,test_command_results/1_patches_30_cells_500_killed_ecology-pop4_10863/data,1,500,Y
40018,100000,1997.54,1075.27,1.78918,0,0,130.954,127.23,0,0.0261714,0.0194175,0,3313.58,-12.2069,0,1.2233,719.0,1459.0,2108.0,1428.0,2035.0,2196.0,2060.0,623.0,1398.0,12.372,5.453880000000001,3.6954599999999997,6.74839,3.6337699999999997,3.636,4.02637,9.27772,6.29931,9000.0,69330.0,2369.0,1234.0,454.0,0.0,0.0,0.0,62.0,44.0,46.0,1537.0,1000.0,2369.0,0.0,0.0,70.0,3.61299,151.0,2.46792,5.91155,11074,test_command_results/225_patches_2_cells_100_killed-pop4_11074/data,225,100,N
40119,100000,1795460000.0,2240.06,491769.0,0,0,191.425,186.84099999999998,0,0.00421941,0.00421941,0,726.182,-6.1445,0,229877.0,886.0,473.0,886.0,414.0,886.0,887.0,886.0,473.0,414.0,11.3308,53.9973,20.055,36.3004,12.5261,14.0854,11.5431,59.93,43.6541,9000.0,35400.0,1185.0,432.0,149.0,0.0,0.0,0.0,5.0,5.0,5.0,1185.0,500.0,1185.0,0.0,0.0,5.0,1.5775700000000001,66.0,2.09421,5.22881,11043,test_command_results/225_patches_2_cells_100_killed_ecology-pop3_11043/data,225,100,Y
40220,100000,647367000.0,2213.19,247010.0,0,0,359.584,316.92400000000004,0,0.00478469,0.00478469,0,1164.38,-2.1947400000000004,0,158347.0,906.0,712.0,906.0,888.0,524.0,906.0,503.0,382.0,524.0,13.9266,47.6883,16.5596,14.5794,58.4996,16.9409,20.1028,49.0737,37.7542,9000.0,31200.0,1045.0,151.0,34.0,0.0,0.0,0.0,5.0,7.0,5.0,1045.0,308.0,1045.0,0.0,0.0,7.0,2.1163,12.0,2.33889,5.97495,9224,test_command_results/100_patches_3_cells_200_killed_ecology-pop2_9224/data,100,200,Y
40321,100000,1.62946e+39,9950.14,1.0824e+35,0,0,724.6489999999999,606.562,0,0.00114943,0.00114943,0,1975.62,14.8069,0,9.603850000000001e+50,666.0,40.0,640.0,67.0,624.0,621.0,44.0,556.0,552.0,167.695,994.992,165.00900000000001,992.62,168.93099999999998,163.606,990.1110000000001,168.97299999999998,168.99,9000.0,26100.0,870.0,810.0,137.0,0.0,0.0,0.0,1.0,1.0,1.0,346.0,306.0,870.0,0.0,0.0,26.0,1.91212,68.0,1.88149,4.37931,9214,test_command_results/100_patches_3_cells_200_killed-pop1_9214/data,100,200,N
40415,100000,2989.73,1099.21,2.62007,0,0,131.655,127.426,0,0.024563099999999997,0.014643399999999999,0,3318.99,-41.547,0,1.92503,572.0,1579.0,1878.0,1173.0,1958.0,1768.0,1890.0,720.0,1167.0,14.9758,5.46288,4.47276,7.91408,4.5069,4.70657,4.6460099999999995,11.5395,7.503830000000001,9000.0,62130.0,2117.0,1031.0,353.0,0.0,0.0,0.0,52.0,33.0,31.0,1349.0,930.0,2117.0,0.0,0.0,74.0,3.54529,135.0,2.49923,6.0014400000000006,9071,test_command_results/100_patches_3_cells_100_killed-pop4_9071/data,100,100,N
40516,100000,23605.4,821.3939999999999,27.6487,0,0,106.244,102.166,0,0.0281837,0.019833,0,4839.79,86.3496,0,1.66284e+16,921.0,946.0,915.0,934.0,834.0,861.0,857.0,862.0,880.0,11.8873,11.9799,6.611089999999999,6.37689,10.5158,7.085889999999999,10.1305,7.75484,7.568039999999999,930.0,28620.0,958.0,418.0,72.0,0.0,0.0,0.0,27.0,28.0,19.0,645.0,485.0,958.0,0.0,0.0,42.0,1.66458,158.0,2.9504200000000003,8.35782,10750,test_command_results/1_patches_30_cells_400_killed-pop8_10750/data,1,400,N
40617,100000,99388.4,1014.13,100.04,0,0,215.92,203.55,0,0.0418848,0.0418848,0,3024.2,-64.8844,0,73.0182,676.0,955.0,676.0,955.0,676.0,676.0,676.0,955.0,279.0,10.582,7.2241,10.7435,7.1777,10.3599,10.8643,10.365,7.136369999999999,20.936,930.0,28650.0,955.0,2.0,2.0,0.0,0.0,0.0,40.0,42.0,40.0,955.0,468.0,955.0,0.0,0.0,2.0,0.87092,2.0,2.7082900000000003,6.83316,10588,test_command_results/1_patches_30_cells_300_killed_ecology-pop10_10588/data,1,300,Y
40718,100000,9723.99,805.683,12.1003,0,0,108.0,104.51700000000001,0,0.0306435,0.0306435,0,3782.48,72.0523,0,8.521339999999999,979.0,979.0,717.0,979.0,768.0,262.0,473.0,717.0,717.0,8.91681,8.49772,7.66184,5.565840000000001,14.7561,20.5696,9.09397,9.96954,7.75276,930.0,29160.0,979.0,3.0,3.0,0.0,0.0,0.0,30.0,27.0,30.0,979.0,482.0,979.0,0.0,0.0,3.0,1.48041,3.0,2.67694,6.73128,10543,test_command_results/1_patches_30_cells_300_killed_ecology-pop8_10543/data,1,300,Y
40819,100000,2132160000.0,1711.09,764610.0,0,0,351.25800000000004,319.04200000000003,0,0.00506586,0.00506586,0,1052.89,14.4807,0,574705.0,617.0,255.0,618.0,615.0,329.0,618.0,361.0,288.0,330.0,20.224,40.1802,17.9485,21.8617,52.1353,19.773,40.3525,41.5397,29.0947,9000.0,29490.0,987.0,347.0,38.0,0.0,0.0,0.0,5.0,5.0,5.0,986.0,508.0,987.0,0.0,0.0,7.0,1.88372,13.0,1.67795,4.07223,9425,test_command_results/100_patches_3_cells_300_killed_ecology-pop2_9425/data,100,300,Y
40920,100000,1246650.0,1502.74,829.992,0,0,169.114,161.30200000000002,0,0.012513,0.012513,0,2094.53,24.2192,0,539.626,390.0,466.0,204.0,856.0,959.0,959.0,856.0,858.0,858.0,21.7487,20.0673,45.6397,12.6762,10.2677,10.7068,11.5164,11.6791,11.5714,930.0,28680.0,959.0,5.0,5.0,0.0,0.0,0.0,12.0,13.0,12.0,959.0,467.0,959.0,0.0,0.0,4.0,1.7179400000000002,5.0,2.73145,6.67853,10281,test_command_results/1_patches_30_cells_200_killed_ecology-pop5_10281/data,1,200,Y
41021,100000,4549540.0,1798.99,2352.15,0,0,190.22299999999998,176.081,0,0.0107335,0.00357782,0,1885.46,2.3121,0,1725.32,552.0,287.0,936.0,894.0,429.0,961.0,1019.0,907.0,827.0,27.7625,59.5117,12.8234,13.5845,21.7168,11.3144,8.57344,11.8419,12.5782,9000.0,33210.0,1118.0,792.0,234.0,0.0,0.0,0.0,12.0,20.0,4.0,388.0,280.0,1118.0,0.0,0.0,66.0,3.57005,220.0,2.48957,6.08553,9290,test_command_results/100_patches_3_cells_200_killed-pop5_9290/data,100,200,N
41122,100000,15254.6,860.79,17.1971,0,0,137.253,133.158,0,0.010989,0.00676247,0,3822.95,-75.4281,0,11.2854,895.0,1113.0,767.0,1106.0,1088.0,1079.0,724.0,348.0,712.0,12.0174,5.15177,8.17418,5.0766,5.08087,5.14445,8.704369999999999,13.4993,8.77951,930.0,35400.0,1183.0,644.0,186.0,0.0,0.0,0.0,13.0,14.0,8.0,764.0,609.0,1183.0,0.0,0.0,65.0,3.30637,118.0,2.59228,6.61747,10076,test_command_results/1_patches_30_cells_100_killed-pop4_10076/data,1,100,N
