,update,merit,gestation,fitness,repro_rate,dep_size,copied_size,executed_size,dep_abundance,prop_birth,breed_true,dep_depth,generation,neutral,label,true_rep_rate,not,nand,and,orn,or,andn,nor,xor,equ,resnot,resand,resor,resnor,resnand,resorn,resandn,resxor,resequ,safe,inst_executed,popsize,genotypecount,thresholdgenotypes,numspecies,numthresholdspecies,numlineages,numbirths,numdeaths,numbreedtrue,numbreedtrue2,numnobirth,numsinglethreaded,nummultithreaded,nummodified,uniquephenotypetask,shannondiv,uniquephenotypecount,avgshannondiv,avgtaskdiv,seed,condition,patches,killed,ecology
87665,100000,2.1582900000000003e+55,15902.5,1.2244100000000001e+51,0,0,850.5039999999999,549.118,0,0.0,0.0,0,1773.73,-39.2016,0,2.3779700000000006e+86,801.0,858.0,258.0,864.0,620.0,859.0,790.0,84.0,773.0,178.498,178.438,945.15,195.83,197.94,195.985,197.46200000000002,951.262,198.24900000000002,930.0,26130.0,871.0,851.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,426.0,871.0,0.0,0.0,27.0,1.61235,76.0,2.73049,6.781860000000001,10050,test_command_results/1_patches_30_cells_100_killed-pop3_10050/data,1,100,N
87766,100000,658297000.0,1670.45,222509.0,0,0,176.745,170.799,0,0.00294406,0.0,0,1641.39,0.63374,0,188824.0,628.0,194.0,578.0,498.0,494.0,615.0,573.0,557.0,554.0,25.639,51.956,20.2374,26.5432,30.5209,17.3426,23.549,28.7274,18.4546,9000.0,30480.0,1019.0,720.0,213.0,0.0,0.0,0.0,3.0,4.0,0.0,759.0,522.0,1019.0,0.0,0.0,31.0,2.5363,153.0,1.65419,4.5940900000000005,9336,test_command_results/100_patches_3_cells_200_killed-pop7_9336/data,100,200,N
87861,100000,1596.28,1067.26,1.50795,0,0,126.492,124.449,0,0.0255125,0.0255125,0,2847.05,17.401,0,1.09022,650.0,1545.0,2195.0,1450.0,2195.0,2195.0,2195.0,745.0,1450.0,15.008,5.226,3.7654900000000002,7.838489999999999,3.8589599999999997,3.97782,4.1090800000000005,8.19048,7.35725,9000.0,64560.0,2195.0,5.0,5.0,0.0,0.0,0.0,56.0,48.0,56.0,2195.0,976.0,2195.0,0.0,0.0,3.0,1.57912,3.0,2.73178,6.660189999999999,9062,test_command_results/100_patches_3_cells_100_killed_ecology-pop4_9062/data,100,100,Y
87970,100000,67712.3,1050.34,61.8983,0,0,153.179,139.058,0,0.023320900000000002,0.011193999999999999,0,3401.52,-36.692,0,35.2781,396.0,995.0,755.0,884.0,986.0,1006.0,673.0,302.0,673.0,16.4711,7.1860100000000005,10.5706,8.281419999999999,7.300680000000001,7.345789999999999,10.5509,26.2038,10.0602,930.0,32010.0,1072.0,615.0,156.0,0.0,0.0,0.0,25.0,24.0,12.0,632.0,558.0,1072.0,0.0,0.0,50.0,3.02222,76.0,2.56072,6.22004,10079,test_command_results/1_patches_30_cells_100_killed-pop4_10079/data,1,100,N
88071,100000,5.965930000000001e+43,8565.14,3.63296e+39,0,0,693.054,502.292,0,0.0,0.0,0,1775.81,2.66016,0,5.831860000000001e+98,539.0,53.0,532.0,76.0,515.0,531.0,95.0,454.0,447.0,123.584,981.6460000000001,167.955,446.89300000000003,158.798,167.271,862.7639999999999,168.102,168.238,9000.0,26490.0,883.0,814.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,397.0,883.0,0.0,0.0,31.0,2.1128299999999998,67.0,1.55481,3.6715699999999996,9215,test_command_results/100_patches_3_cells_200_killed-pop1_9215/data,100,200,N
88172,100000,481543000.0,2127.79,185813.0,0,0,345.533,306.55,0,0.00947867,0.00853081,0,1131.45,2.78749,0,-3.05996e+18,907.0,707.0,910.0,845.0,516.0,910.0,480.0,391.0,519.0,12.1136,49.0585,18.4596,15.5437,49.7187,14.442,23.6433,54.1697,34.4235,9000.0,31380.0,1055.0,161.0,38.0,0.0,0.0,0.0,10.0,10.0,9.0,1046.0,350.0,1055.0,0.0,0.0,7.0,2.26459,12.0,2.31107,5.85277,9225,test_command_results/100_patches_3_cells_200_killed_ecology-pop2_9225/data,100,200,Y
88273,100000,2940.59,1091.49,2.60073,0,0,130.265,125.93799999999999,0,0.0147131,0.00980873,0,3303.21,4.40722,0,1.6440000000000001,637.0,1735.0,1822.0,1231.0,1867.0,1339.0,1822.0,575.0,1185.0,10.1935,3.8078,3.64146,5.11264,3.4633800000000003,5.34025,3.74937,12.8825,5.04634,9000.0,60270.0,2039.0,1021.0,326.0,0.0,0.0,0.0,30.0,35.0,20.0,1330.0,900.0,2039.0,0.0,0.0,82.0,3.7496400000000003,176.0,2.49258,5.982530000000001,9070,test_command_results/100_patches_3_cells_100_killed-pop4_9070/data,100,100,N
88374,100000,649840.0,1331.87,479.121,0,0,111.398,107.14,0,0.0137858,0.00848356,0,3681.74,-25.8387,0,344.36199999999997,871.0,916.0,902.0,899.0,830.0,816.0,854.0,846.0,863.0,10.5021,10.447000000000001,9.93205,10.3097,10.7763,10.8562,10.1766,10.4241,10.1408,930.0,28230.0,943.0,483.0,131.0,0.0,0.0,0.0,13.0,13.0,8.0,626.0,460.0,943.0,0.0,0.0,42.0,1.7319900000000001,109.0,2.98013,8.266739999999999,10751,test_command_results/1_patches_30_cells_400_killed-pop8_10751/data,1,400,N
88475,100000,1424330000.0,2009.99,524007.0,0,0,364.56800000000004,324.83099999999996,0,0.0111223,0.0111223,0,1097.79,1.61056,0,461885.0,743.0,396.0,743.0,740.0,388.0,743.0,350.0,355.0,388.0,18.1388,47.0644,18.9001,16.2716,65.4247,17.349,31.1437,47.2785,46.9216,9000.0,29370.0,989.0,239.0,28.0,0.0,0.0,0.0,11.0,9.0,11.0,989.0,374.0,989.0,0.0,0.0,7.0,1.72507,13.0,2.01115,4.88379,9424,test_command_results/100_patches_3_cells_300_killed_ecology-pop2_9424/data,100,300,Y
88576,100000,8648.5,781.1260000000001,11.0717,0,0,108.0,104.109,0,0.039195999999999995,0.039195999999999995,0,3903.82,-8.45837,0,7.75365,995.0,995.0,669.0,995.0,760.0,326.0,561.0,669.0,669.0,9.14328,5.9596800000000005,6.6788300000000005,5.16861,14.2421,21.9369,11.1593,8.84913,7.0724,930.0,29640.0,995.0,3.0,3.0,0.0,0.0,0.0,39.0,37.0,39.0,995.0,485.0,995.0,0.0,0.0,3.0,1.54177,3.0,2.67696,6.67374,10542,test_command_results/1_patches_30_cells_300_killed_ecology-pop8_10542/data,1,300,Y
88677,100000,84879.4,1017.74,86.9653,0,0,216.394,203.96900000000002,0,0.0407332,0.0407332,0,3032.28,-3.14797,0,72.6467,701.0,982.0,701.0,982.0,701.0,701.0,701.0,982.0,281.0,12.9996,8.05828,13.2367,7.928439999999999,12.6623,13.2126,12.822000000000001,8.009310000000001,20.2134,930.0,29340.0,982.0,2.0,2.0,0.0,0.0,0.0,40.0,40.0,40.0,982.0,479.0,982.0,0.0,0.0,2.0,0.861182,2.0,2.71575,6.862989999999999,10589,test_command_results/1_patches_30_cells_300_killed_ecology-pop10_10589/data,1,300,Y
88778,100000,307018.0,1055.25,301.599,0,0,214.692,203.438,0,0.027339599999999995,0.0157729,0,3374.26,-57.0916,0,206.385,685.0,941.0,689.0,918.0,632.0,691.0,636.0,884.0,858.0,11.8324,8.75566,11.9309,8.834019999999999,12.6949,12.0195,12.7204,8.6965,26.8206,930.0,28410.0,951.0,663.0,157.0,0.0,0.0,0.0,26.0,26.0,15.0,476.0,503.0,951.0,0.0,0.0,36.0,2.04317,74.0,2.66997,7.2946100000000005,10794,test_command_results/1_patches_30_cells_400_killed-pop10_10794/data,1,400,N
88871,100000,161401.0,1070.26,143.826,0,0,143.64700000000002,137.154,0,0.0167715,0.0125786,0,3329.65,-70.1851,0,88.1147,563.0,890.0,718.0,777.0,885.0,887.0,572.0,292.0,569.0,23.9028,7.06228,8.11261,7.66887,7.0964100000000006,7.079389999999999,9.39068,28.6275,9.435830000000001,930.0,28440.0,954.0,559.0,176.0,0.0,0.0,0.0,16.0,17.0,12.0,591.0,482.0,954.0,0.0,0.0,56.0,3.1106,91.0,2.58129,6.44773,10874,test_command_results/1_patches_30_cells_500_killed-pop4_10874/data,1,500,N
88972,100000,1627620000.0,2314.56,635079.0,0,0,176.11599999999999,167.24400000000003,0,0.00859291,0.00537057,0,1827.38,4.03592,0,502730.0,904.0,795.0,790.0,867.0,790.0,782.0,761.0,764.0,739.0,15.815,34.7289,23.6173,19.6045,17.065,24.6914,19.7874,18.8165,37.6822,930.0,27930.0,931.0,562.0,130.0,0.0,0.0,0.0,8.0,8.0,5.0,544.0,446.0,931.0,0.0,0.0,42.0,1.6731,169.0,2.6891700000000003,7.72503,10731,test_command_results/1_patches_30_cells_400_killed-pop7_10731/data,1,400,N
89073,100000,69226500.0,2659.0,26034.8,0,0,176.0,172.0,0,0.00738397,0.00738397,0,1244.11,-6.42928,0,23321.6,948.0,0.0,0.0,948.0,948.0,948.0,948.0,948.0,948.0,14.9337,994.992,994.992,14.592,16.8786,28.4379,17.0398,16.6313,27.8418,930.0,28350.0,948.0,1.0,1.0,0.0,0.0,0.0,7.0,5.0,7.0,948.0,458.0,948.0,0.0,0.0,1.0,0.0,1.0,2.77924,7.0,10522,test_command_results/1_patches_30_cells_300_killed_ecology-pop7_10522/data,1,300,Y
89174,100000,1898.97,1046.03,1.7187599999999998,0,0,134.628,130.415,0,0.019634099999999998,0.012048200000000002,0,3467.81,1.23555,0,1.14599,915.0,1533.0,1970.0,1237.0,2012.0,1627.0,1990.0,667.0,1236.0,8.130939999999999,5.151590000000001,3.79725,5.523680000000001,3.81658,5.03314,3.8365199999999997,11.2472,5.6188199999999995,9000.0,65910.0,2241.0,1256.0,468.0,0.0,0.0,0.0,44.0,32.0,27.0,1387.0,907.0,2241.0,0.0,0.0,83.0,3.6406400000000003,167.0,2.44493,5.87913,11075,test_command_results/225_patches_2_cells_100_killed-pop4_11075/data,225,100,N
89267,100000,75029.2,1106.15,68.1368,0,0,128.50799999999998,126.485,0,0.021164,0.021164,0,2875.78,25.5329,0,46.8438,290.0,945.0,655.0,945.0,945.0,945.0,633.0,312.0,633.0,27.6971,7.782769999999999,10.5466,8.00014,7.78065,7.8940600000000005,13.4097,19.6287,13.3297,930.0,28320.0,945.0,3.0,3.0,0.0,0.0,0.0,20.0,21.0,20.0,945.0,450.0,945.0,0.0,0.0,3.0,1.58179,3.0,2.7337700000000003,6.66914,10862,test_command_results/1_patches_30_cells_500_killed_ecology-pop4_10862/data,1,500,Y
89368,100000,4968620000.0,2222.87,1576210.0,0,0,195.88299999999998,191.39,0,0.00941781,0.00941781,0,728.215,-6.50659,0,12671000000000.0,844.0,432.0,844.0,412.0,843.0,844.0,844.0,432.0,412.0,20.2152,70.70100000000001,17.1672,31.23,24.7387,22.3668,17.9838,62.2077,31.2962,9000.0,34740.0,1168.0,453.0,145.0,0.0,0.0,0.0,11.0,12.0,11.0,1168.0,520.0,1168.0,0.0,0.0,4.0,1.58399,67.0,2.01755,5.03889,11042,test_command_results/225_patches_2_cells_100_killed_ecology-pop3_11042/data,225,100,Y
89469,100000,1.06041e+39,8660.22,7.80336e+34,0,0,496.76800000000003,411.543,0,0.00330396,0.00110132,0,1500.63,38.1977,0,9.052210000000001e+46,628.0,543.0,585.0,605.0,616.0,619.0,624.0,388.0,590.0,83.3031,250.87599999999998,87.8932,93.3452,96.8738,88.1045,85.8558,107.22399999999999,205.8,9000.0,27150.0,908.0,835.0,168.0,0.0,0.0,0.0,3.0,2.0,1.0,380.0,392.0,908.0,0.0,0.0,33.0,2.36251,325.0,1.9968700000000001,5.71744,9255,test_command_results/100_patches_3_cells_200_killed-pop3_9255/data,100,200,N
89570,100000,100095000.0,2534.0,39500.7,0,0,179.0,174.0,0,0.0127524,0.0127524,0,1334.73,25.6095,0,30759.7,941.0,941.0,0.0,941.0,941.0,941.0,941.0,941.0,941.0,17.049,36.47,994.992,19.6275,19.3681,35.6629,18.4819,36.6453,22.6805,930.0,28200.0,941.0,1.0,1.0,0.0,0.0,0.0,12.0,13.0,12.0,941.0,447.0,941.0,0.0,0.0,1.0,0.0,1.0,2.9473599999999998,8.0,10528,test_command_results/1_patches_30_cells_300_killed_ecology-pop7_10528/data,1,300,Y
89671,100000,70079.2,1107.3,63.423,0,0,128.477,126.473,0,0.0303665,0.0303665,0,2872.14,-59.4118,0,45.8239,304.0,955.0,651.0,955.0,955.0,955.0,647.0,308.0,647.0,28.8407,6.94901,8.676739999999999,6.55951,6.4976199999999995,6.73267,9.70945,22.0921,9.854989999999999,930.0,28530.0,955.0,3.0,3.0,0.0,0.0,0.0,29.0,28.0,29.0,955.0,446.0,955.0,0.0,0.0,3.0,1.58279,3.0,2.73564,6.6775199999999995,10868,test_command_results/1_patches_30_cells_500_killed_ecology-pop4_10868/data,1,500,Y
89763,100000,5725070000.0,2650.87,2150820.0,0,0,243.997,227.179,0,0.00853789,0.00320171,0,1885.86,20.9519,0,1402280.0,385.0,718.0,900.0,912.0,868.0,907.0,871.0,863.0,869.0,39.2957,23.0131,20.679000000000002,21.5184,21.0683,20.4484,21.1112,20.4152,20.0296,930.0,28110.0,937.0,702.0,136.0,0.0,0.0,0.0,8.0,11.0,3.0,399.0,456.0,937.0,0.0,0.0,50.0,2.34563,132.0,2.88999,7.782660000000001,10297,test_command_results/1_patches_30_cells_200_killed-pop5_10297/data,1,200,N
89864,100000,133693.0,1019.8,130.701,0,0,216.495,203.46400000000003,0,0.0127389,0.0127389,0,3030.17,13.0248,0,81.7094,677.0,942.0,677.0,942.0,677.0,677.0,677.0,942.0,265.0,8.93821,6.821439999999999,8.96466,6.93927,8.973460000000001,8.98926,8.82523,7.04073,25.7288,930.0,28230.0,942.0,3.0,3.0,0.0,0.0,0.0,12.0,13.0,12.0,942.0,447.0,942.0,0.0,0.0,2.0,0.856608,2.0,2.71915,6.8766,10987,test_command_results/1_patches_30_cells_500_killed_ecology-pop10_10987/data,1,500,Y
89965,100000,2695030000.0,2261.89,742914.0,0,0,194.334,189.986,0,0.00596252,0.00596252,0,730.2760000000001,3.80024,0,598016.0,876.0,445.0,876.0,432.0,875.0,876.0,875.0,444.0,432.0,14.5457,42.393,22.4634,36.6608,14.3392,15.9177,17.0712,46.0448,39.9339,9000.0,35010.0,1174.0,431.0,145.0,0.0,0.0,0.0,7.0,7.0,7.0,1174.0,488.0,1174.0,0.0,0.0,6.0,1.59025,74.0,2.08546,5.21165,11048,test_command_results/225_patches_2_cells_100_killed_ecology-pop3_11048/data,225,100,Y
90066,100000,1548.56,1085.3,1.42069,0,0,127.993,125.82,0,0.00716846,0.00716846,0,2800.68,-9.59601,0,0.9554520000000001,706.0,1805.0,2511.0,1613.0,2511.0,2511.0,2511.0,898.0,1613.0,7.4633199999999995,3.4096300000000004,2.36245,3.4474199999999997,2.20816,2.4750799999999997,2.3386,7.690980000000001,3.17062,9000.0,74850.0,2511.0,10.0,10.0,0.0,0.0,0.0,18.0,46.0,18.0,2511.0,1117.0,2511.0,0.0,0.0,3.0,1.5760399999999999,3.0,2.72803,6.6432899999999995,11061,test_command_results/225_patches_2_cells_100_killed_ecology-pop4_11061/data,225,100,Y
90167,100000,1807420.0,1561.95,1155.31,0,0,177.935,167.903,0,0.00529661,0.00529661,0,2065.48,-2.54071,0,816.0369999999999,485.0,459.0,178.0,944.0,944.0,944.0,944.0,766.0,766.0,23.8247,18.0793,59.2461,10.0496,12.1876,8.04691,12.1479,11.3198,11.3859,930.0,28230.0,944.0,3.0,3.0,0.0,0.0,0.0,5.0,3.0,5.0,944.0,469.0,944.0,0.0,0.0,3.0,1.48716,3.0,2.76538,6.81124,10686,test_command_results/1_patches_30_cells_400_killed_ecology-pop5_10686/data,1,400,Y
90260,100000,9.1705e+40,16386.5,5.00355e+36,0,0,915.855,911.3580000000001,0,0.00127226,0.0,0,1143.45,82.6412,0,3.4771299999999996e+36,785.0,785.0,0.0,785.0,785.0,785.0,785.0,0.0,785.0,138.27100000000002,138.274,994.992,142.904,141.423,142.925,141.63,994.992,141.394,930.0,23580.0,786.0,197.0,194.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,396.0,786.0,0.0,0.0,2.0,0.0140715,2.0,2.8037799999999997,6.99109,10841,test_command_results/1_patches_30_cells_500_killed_ecology-pop3_10841/data,1,500,Y
90361,100000,6.82459e+65,10998.2,4.14113e+61,0,0,685.328,490.189,0,0.00109051,0.00109051,0,794.434,-2.72171,0,2.6769000000000005e+80,705.0,462.0,384.0,563.0,704.0,656.0,653.0,185.0,457.0,99.9268,139.846,415.014,129.059,100.837,109.531,102.444,403.725,191.18900000000002,9000.0,27510.0,917.0,890.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,362.0,318.0,917.0,0.0,0.0,34.0,2.75136,262.0,2.05907,5.20065,11056,test_command_results/225_patches_2_cells_100_killed-pop3_11056/data,225,100,N
90462,100000,107037.0,1005.9,106.234,0,0,214.65599999999998,201.78599999999997,0,0.025614799999999997,0.025614799999999997,0,3038.58,-25.0857,0,74.3281,679.0,976.0,679.0,976.0,679.0,679.0,679.0,976.0,297.0,11.0026,7.05422,10.625,7.42863,10.8323,10.7048,11.1682,7.219810000000001,22.3624,930.0,29100.0,976.0,2.0,2.0,0.0,0.0,0.0,25.0,25.0,25.0,976.0,483.0,976.0,0.0,0.0,2.0,0.887501,2.0,2.69485,6.779380000000001,10583,test_command_results/1_patches_30_cells_300_killed_ecology-pop10_10583/data,1,300,Y
90563,100000,2.72274e+61,15049.0,1.56335e+57,0,0,815.6289999999999,557.981,0,0.0,0.0,0,2159.43,-50.6793,0,-2.07951e+65,785.0,724.0,428.0,752.0,458.0,753.0,624.0,457.0,284.0,229.487,228.50099999999998,229.25099999999998,229.31599999999997,992.1360000000001,228.885,228.75099999999998,992.428,228.74599999999998,930.0,24120.0,804.0,797.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,401.0,804.0,0.0,0.0,24.0,2.27895,171.0,2.6049,6.54851,10857,test_command_results/1_patches_30_cells_500_killed-pop3_10857/data,1,500,N
90664,100000,8463.6,780.747,10.8437,0,0,108.0,104.074,0,0.0171891,0.0171891,0,3901.76,-12.9457,0,7.7161100000000005,989.0,989.0,627.0,989.0,797.0,362.0,554.0,627.0,627.0,7.66241,5.68156,7.141139999999999,4.9936300000000005,12.2462,18.0762,9.68177,8.27139,7.2682899999999995,930.0,29490.0,989.0,3.0,3.0,0.0,0.0,0.0,17.0,17.0,17.0,989.0,508.0,989.0,0.0,0.0,3.0,1.51072,3.0,2.67086,6.63581,10548,test_command_results/1_patches_30_cells_300_killed_ecology-pop8_10548/data,1,300,Y
90757,100000,113462.0,1022.72,112.62200000000001,0,0,217.011,204.516,0,0.0151822,0.0151822,0,3018.73,59.8194,0,64.3816,713.0,988.0,713.0,988.0,713.0,713.0,713.0,988.0,275.0,8.80522,6.04289,8.38931,6.4714,8.693589999999999,8.27121,8.576830000000001,6.51819,22.5522,930.0,29580.0,988.0,2.0,2.0,0.0,0.0,0.0,15.0,19.0,15.0,988.0,487.0,988.0,0.0,0.0,2.0,0.851311,2.0,2.72301,6.892060000000001,10388,test_command_results/1_patches_30_cells_200_killed_ecology-pop10_10388/data,1,200,Y
90858,100000,135911.0,1754.73,75.7135,0,0,187.947,176.84400000000002,0,0.0105919,0.00560748,0,1930.56,-5.638780000000001,0,65.3202,909.0,531.0,1415.0,1402.0,607.0,1469.0,1091.0,1345.0,1353.0,14.8624,21.0453,8.86547,8.69357,14.6361,7.73463,9.888530000000001,7.16303,7.020110000000001,9000.0,47640.0,1605.0,1151.0,468.0,0.0,0.0,0.0,17.0,25.0,9.0,769.0,563.0,1605.0,0.0,0.0,75.0,3.15567,212.0,2.5443599999999997,6.30127,11096,test_command_results/225_patches_2_cells_100_killed-pop5_11096/data,225,100,N
90951,100000,1726560.0,1568.04,1115.7,0,0,178.548,168.511,0,0.018046700000000002,0.018046700000000002,0,2051.57,-30.3654,0,852.5210000000001,457.0,485.0,167.0,942.0,942.0,942.0,942.0,775.0,775.0,19.6041,26.8507,48.2741,13.5749,11.9152,13.7568,11.5086,14.0918,14.2832,930.0,28200.0,942.0,3.0,3.0,0.0,0.0,0.0,17.0,17.0,17.0,942.0,448.0,942.0,0.0,0.0,3.0,1.45747,3.0,2.76808,6.8234,10881,test_command_results/1_patches_30_cells_500_killed_ecology-pop5_10881/data,1,500,Y
91052,100000,2.10329e+43,17014.3,1.14758e+39,0,0,950.5089999999999,946.0239999999999,0,0.00136054,0.0,0,1208.6,4.484369999999999,0,2.47136e+39,735.0,735.0,0.0,735.0,735.0,735.0,735.0,0.0,735.0,138.546,138.55100000000002,994.992,148.549,142.764,148.623,143.36700000000002,994.992,142.259,930.0,22050.0,735.0,129.0,128.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,355.0,735.0,0.0,0.0,1.0,0.0,2.0,2.80735,7.0,10646,test_command_results/1_patches_30_cells_400_killed_ecology-pop3_10646/data,1,400,Y
91153,100000,22152.3,1065.13,21.2,0,0,219.303,203.24900000000002,0,0.0227439,0.0227439,0,2806.87,1.9625,0,15.7506,1004.0,999.0,967.0,999.0,1338.0,1363.0,999.0,1363.0,364.0,8.225719999999999,7.907369999999999,8.3289,7.8840699999999995,5.19875,4.969119999999999,7.90752,5.102930000000001,14.3143,9000.0,40050.0,1363.0,84.0,84.0,0.0,0.0,0.0,31.0,32.0,31.0,1363.0,498.0,1363.0,0.0,0.0,6.0,1.3282200000000002,7.0,2.71825,6.89205,9384,test_command_results/100_patches_3_cells_200_killed_ecology-pop10_9384/data,100,200,Y
91247,100000,81499.0,1710.84,48.2665,0,0,190.03900000000002,181.705,0,0.0127346,0.0127346,0,1829.58,-6.29343,0,36.7877,738.0,300.0,1492.0,1388.0,640.0,1388.0,1470.0,1296.0,1296.0,17.2373,36.8359,7.270510000000001,7.559419999999999,18.8025,7.65543,7.41073,9.629719999999999,9.55682,9000.0,44190.0,1492.0,93.0,84.0,0.0,0.0,0.0,19.0,20.0,19.0,1376.0,541.0,1492.0,0.0,0.0,6.0,1.83615,27.0,2.73864,6.7072,9088,test_command_results/100_patches_3_cells_100_killed_ecology-pop5_9088/data,100,100,Y
91348,100000,1197820000.0,2494.24,472864.0,0,0,200.40200000000002,190.505,0,0.00971922,0.00431965,0,2323.07,26.7407,0,274554.0,461.0,486.0,891.0,888.0,855.0,902.0,857.0,853.0,859.0,32.2142,34.9123,16.1458,16.6126,17.1888,19.189,17.9515,17.719,17.6116,930.0,27750.0,926.0,612.0,148.0,0.0,0.0,0.0,9.0,9.0,4.0,447.0,452.0,926.0,0.0,0.0,42.0,2.25447,131.0,2.86515,7.615139999999999,10897,test_command_results/1_patches_30_cells_500_killed-pop5_10897/data,1,500,N
91449,100000,2.1268700000000003e+37,13107.7,1.44329e+33,0,0,820.928,462.969,0,0.00112486,0.00112486,0,2448.92,61.7135,0,-9.87584e+59,757.0,853.0,8.0,843.0,851.0,623.0,208.0,830.0,616.0,111.12899999999999,122.59,976.363,126.345,123.43700000000001,131.675,501.524,130.167,134.454,930.0,26700.0,889.0,841.0,30.0,0.0,0.0,0.0,1.0,2.0,1.0,104.0,441.0,889.0,0.0,0.0,26.0,1.98659,99.0,2.55777,6.28684,10618,test_command_results/1_patches_30_cells_400_killed-pop1_10618/data,1,400,N
91550,100000,751142.0,2148.6,352.315,0,0,120.90700000000001,116.084,0,0.013034,0.013034,0,1279.07,-1.89055,0,232.268,694.0,803.0,754.0,1144.0,958.0,987.0,803.0,578.0,1050.0,21.5451,48.045,18.1335,12.0163,23.0495,14.1213,18.0113,22.2605,14.2481,9000.0,40890.0,1381.0,74.0,74.0,0.0,0.0,0.0,18.0,12.0,18.0,1381.0,490.0,1381.0,0.0,0.0,8.0,2.5678799999999997,18.0,2.39553,5.63039,9104,test_command_results/100_patches_3_cells_100_killed_ecology-pop6_9104/data,100,100,Y
91645,100000,495.60400000000004,780.618,0.634833,0,0,108.0,103.65,0,0.012624600000000001,0.012624600000000001,0,3821.12,20.0554,0,0.444691,2630.0,1957.0,2371.0,1692.0,3010.0,3010.0,1053.0,1957.0,1957.0,2.4565200000000003,2.39374,3.9893,2.70738,2.3233900000000003,1.67608,4.2472199999999996,3.05633,2.5560400000000003,9000.0,89550.0,3010.0,4.0,4.0,0.0,0.0,0.0,38.0,70.0,38.0,3010.0,1513.0,3010.0,0.0,0.0,4.0,1.9069900000000002,4.0,2.64003,6.5252300000000005,9149,test_command_results/100_patches_3_cells_100_killed_ecology-pop8_9149/data,100,100,Y
91737,100000,6.75385e+36,6969.85,5.86799e+32,0,0,684.553,540.572,0,0.0,0.0,0,2060.98,66.8464,0,1.47316e+58,676.0,111.0,663.0,153.0,631.0,662.0,405.0,499.0,486.0,114.204,994.992,121.11399999999999,994.9889999999999,119.29799999999999,122.96,262.749,123.435,123.208,9000.0,25110.0,837.0,785.0,111.0,0.0,0.0,0.0,0.0,2.0,0.0,323.0,338.0,837.0,0.0,0.0,32.0,2.80363,169.0,2.09212,5.116169999999999,9010,test_command_results/100_patches_3_cells_100_killed-pop1_9010/data,100,100,N
91829,100000,10586300.0,2577.17,4108.17,0,0,177.018,171.498,0,0.00697134,0.00697134,0,1096.44,-1.61424,0,3579.47,1274.0,371.0,1286.0,1250.0,753.0,1287.0,1287.0,1286.0,1286.0,15.9003,49.2774,16.4987,15.4363,25.8179,13.5212,19.111,19.3677,15.8378,9000.0,38490.0,1291.0,75.0,70.0,0.0,0.0,0.0,9.0,9.0,9.0,1291.0,417.0,1291.0,0.0,0.0,7.0,1.7879900000000002,19.0,2.8181,7.8067,9121,test_command_results/100_patches_3_cells_100_killed_ecology-pop7_9121/data,100,100,Y
91930,100000,24855.7,1135.54,20.6817,0,0,126.815,122.354,0,0.028861200000000004,0.021840900000000003,0,3268.4,-6.7770600000000005,0,14.0215,322.0,680.0,1060.0,658.0,1130.0,1100.0,1052.0,420.0,658.0,27.4365,13.2766,8.60858,13.1707,8.39757,9.104,9.09976,21.2089,12.9701,9000.0,37530.0,1282.0,638.0,248.0,0.0,0.0,0.0,37.0,41.0,28.0,835.0,385.0,1282.0,0.0,0.0,86.0,4.85957,173.0,2.35891,5.50521,9275,test_command_results/100_patches_3_cells_200_killed-pop4_9275/data,100,200,N
92031,100000,32789.6,1591.8,20.3462,0,0,176.86900000000003,168.24900000000002,0,0.0192199,0.0169587,0,1908.17,-1.8375299999999999,0,16.9348,887.0,454.0,1754.0,1567.0,699.0,1572.0,1732.0,1493.0,1494.0,13.2202,29.3927,6.2518199999999995,6.866169999999999,17.1002,6.872669999999999,7.012519999999999,8.56765,8.550930000000001,9000.0,52080.0,1769.0,334.0,252.0,0.0,0.0,0.0,34.0,19.0,30.0,1528.0,660.0,1769.0,0.0,0.0,25.0,2.1889,78.0,2.70146,6.587089999999999,11088,test_command_results/225_patches_2_cells_100_killed_ecology-pop5_11088/data,225,100,Y
92132,100000,4.4635100000000005e+50,8167.41,5.92134e+46,0,0,827.808,500.289,0,0.00369914,0.0,0,4063.74,-38.9719,0,2.60725e+56,561.0,297.0,0.0,754.0,777.0,446.0,479.0,281.0,276.0,191.75099999999998,213.737,982.028,98.9093,91.5703,222.21400000000003,208.42,215.02700000000002,215.15,930.0,24270.0,811.0,774.0,45.0,0.0,0.0,0.0,3.0,1.0,0.0,93.0,418.0,811.0,0.0,0.0,17.0,2.3642,84.0,2.12507,4.77312,10612,test_command_results/1_patches_30_cells_400_killed-pop1_10612/data,1,400,N
