,update,merit,gestation,fitness,repro_rate,dep_size,copied_size,executed_size,dep_abundance,prop_birth,breed_true,dep_depth,generation,neutral,label,true_rep_rate,not,nand,and,orn,or,andn,nor,xor,equ,resnot,resand,resor,resnor,resnand,resorn,resandn,resxor,resequ,safe,inst_executed,popsize,genotypecount,thresholdgenotypes,numspecies,numthresholdspecies,numlineages,numbirths,numdeaths,numbreedtrue,numbreedtrue2,numnobirth,numsinglethreaded,nummultithreaded,nummodified,uniquephenotypetask,shannondiv,uniquephenotypecount,avgshannondiv,avgtaskdiv,seed,condition
32090,100000,65658.3,1086.52,60.8465,0,0,125.942,123.966,0,0.015822799999999998,0.015822799999999998,0,2887.51,17.08,0,40.7899,313.0,948.0,635.0,948.0,948.0,948.0,658.0,290.0,658.0,20.1065,6.69948,9.3822,6.39666,6.828289999999999,6.32723,9.93989,20.3885,9.78561,930.0,28350.0,948.0,3.0,3.0,0.0,0.0,0.0,15.0,13.0,15.0,948.0,463.0,948.0,0.0,0.0,3.0,1.58116,3.0,2.73949,6.6948300000000005,10869,ecology-pop4
32191,100000,117955000.0,2008.59,57437.1,0,0,277.59,258.938,0,0.00835073,0.00521921,0,2061.82,27.2186,0,42957.6,617.0,722.0,412.0,931.0,897.0,931.0,749.0,667.0,908.0,17.3908,17.3727,37.9452,11.0876,16.0379,11.5013,15.8695,24.4753,19.5842,930.0,28740.0,958.0,731.0,134.0,0.0,0.0,0.0,8.0,9.0,5.0,374.0,479.0,958.0,0.0,0.0,46.0,2.6175,100.0,2.78625,7.13375,10295,killed-pop5
32292,100000,1280390.0,1660.57,731.2360000000001,0,0,173.982,161.381,0,0.0169062,0.00507185,0,2030.02,4.27576,0,470.38,565.0,267.0,1006.0,956.0,434.0,1014.0,1083.0,900.0,920.0,28.9451,43.2132,12.3327,13.6419,20.7591,11.3923,8.89208,10.8323,10.9429,9000.0,34950.0,1183.0,768.0,222.0,0.0,0.0,0.0,20.0,18.0,6.0,464.0,340.0,1183.0,0.0,0.0,61.0,3.50639,205.0,2.481,6.03942,9292,killed-pop5
32393,100000,2081590.0,1569.22,1364.51,0,0,179.079,171.518,0,0.006335800000000001,0.006335800000000001,0,2080.01,-85.5269,0,824.845,462.0,485.0,156.0,947.0,947.0,947.0,947.0,791.0,791.0,23.3079,20.4666,49.8552,9.77591,10.7652,9.59434,11.0435,12.7968,12.9239,930.0,28350.0,947.0,3.0,3.0,0.0,0.0,0.0,6.0,7.0,6.0,947.0,448.0,947.0,0.0,0.0,3.0,1.44771,3.0,2.77107,6.8368600000000015,10687,ecology-pop5
32494,100000,32789.6,1591.8,20.3462,0,0,176.86900000000003,168.24900000000005,0,0.0192199,0.0169587,0,1908.17,-1.83753,0,16.9348,887.0,454.0,1754.0,1567.0,699.0,1572.0,1732.0,1493.0,1494.0,13.2202,29.3927,6.25182,6.8661699999999986,17.1002,6.8726699999999985,7.0125199999999985,8.56765,8.550930000000001,9000.0,52080.0,1769.0,334.0,252.0,0.0,0.0,0.0,34.0,19.0,30.0,1528.0,660.0,1769.0,0.0,0.0,25.0,2.1889,78.0,2.70146,6.587089999999999,11088,ecology-pop5
32595,100000,3.28999e+41,15386.3,1.79506e+37,0,0,860.053,855.569,0,0.00125156,0.0,0,1026.77,-23.3043,0,5.01982e+36,799.0,799.0,0.0,799.0,799.0,799.0,799.0,0.0,799.0,129.937,129.94,994.992,149.197,146.363,149.227,146.593,994.992,146.251,930.0,23940.0,799.0,207.0,206.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,386.0,799.0,0.0,0.0,1.0,0.0,1.0,2.80735,7.0,10840,ecology-pop3
32696,100000,1.0306e+35,722.253,9.16092e+30,0,0,343.765,340.48,0,0.00226757,0.0,0,183.995,0.593551,0,2.62565e+29,102.0,93.0,102.0,102.0,102.0,102.0,95.0,13.0,98.0,106.649,106.727,105.131,104.84,104.833,104.841,105.294,994.992,105.039,9000.0,26400.0,882.0,794.0,120.0,0.0,0.0,0.0,2.0,0.0,0.0,796.0,792.0,882.0,0.0,0.0,5.0,0.601291,15.0,0.344451,0.917234,9967,ecology-pop9
32797,100000,1931.94,735.5160000000002,2.41821,0,0,110.505,102.111,0,0.0266328,0.017755200000000002,0,5784.28,-6.99869,0,1.67515,1193.0,1049.0,925.0,666.0,1298.0,1308.0,895.0,954.0,1032.0,9.26673,5.7542800000000005,7.926710000000001,7.729239999999999,6.8102100000000005,5.7025,8.80418,6.4517,5.3578800000000015,9000.0,46110.0,1577.0,731.0,199.0,0.0,0.0,0.0,42.0,38.0,28.0,1022.0,591.0,1577.0,0.0,0.0,101.0,4.94244,380.0,2.38944,5.90006,9353,killed-pop8
32898,100000,1424330000.0,2009.99,524007.0,0,0,364.568,324.831,0,0.0111223,0.0111223,0,1097.79,1.61056,0,461885.0,743.0,396.0,743.0,740.0,388.0,743.0,350.0,355.0,388.0,18.1388,47.0644,18.9001,16.2716,65.4247,17.349,31.1437,47.2785,46.9216,9000.0,29370.0,989.0,239.0,28.0,0.0,0.0,0.0,11.0,9.0,11.0,989.0,374.0,989.0,0.0,0.0,7.0,1.72507,13.0,2.01115,4.88379,9424,ecology-pop2
32991,100000,7323.85,799.154,9.2146,0,0,108.106,103.924,0,0.0297565,0.0297565,0,3687.06,-11.3431,0,6.42572,1048.0,729.0,837.0,620.0,1029.0,1091.0,380.0,713.0,728.0,9.69182,6.32359,12.5272,11.6519,8.31284,5.71117,23.4772,7.829560000000002,6.87125,9000.0,32370.0,1109.0,84.0,84.0,0.0,0.0,0.0,33.0,27.0,33.0,1109.0,283.0,1109.0,0.0,0.0,15.0,2.42147,48.0,2.62089,6.469119999999998,9942,ecology-pop8
33092,100000,5.444150000000002e+83,15311.6,2.7603100000000008e+79,0,0,806.96,606.364,0,0.00115207,0.0,0,1867.17,-31.8251,0,1.9628000000000007e+78,833.0,797.0,496.0,841.0,758.0,841.0,745.0,495.0,739.0,232.636,701.815,302.435,229.725,234.17,230.825,232.445,320.681,233.227,930.0,26040.0,868.0,850.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,432.0,868.0,0.0,0.0,28.0,2.38515,278.0,2.77844,7.540319999999999,10855,killed-pop3
33193,100000,9614.32,780.829,12.3109,0,0,108.0,104.083,0,0.0152439,0.0152439,0,3917.41,-20.2085,0,7.597180000000002,984.0,984.0,633.0,984.0,784.0,351.0,551.0,633.0,633.0,8.096589999999999,5.82022,6.7212,5.03037,12.305,24.4055,10.3712,7.277989999999999,6.4880900000000015,930.0,29460.0,984.0,3.0,3.0,0.0,0.0,0.0,15.0,19.0,15.0,984.0,485.0,984.0,0.0,0.0,3.0,1.51817,3.0,2.67261,6.64622,10549,ecology-pop8
33294,100000,481543000.0,2127.79,185813.0,0,0,345.533,306.55,0,0.00947867,0.00853081,0,1131.45,2.78749,0,-3.05996e+18,907.0,707.0,910.0,845.0,516.0,910.0,480.0,391.0,519.0,12.1136,49.0585,18.4596,15.5437,49.7187,14.442,23.6433,54.1697,34.4235,9000.0,31380.0,1055.0,161.0,38.0,0.0,0.0,0.0,10.0,10.0,9.0,1046.0,350.0,1055.0,0.0,0.0,7.0,2.26459,12.0,2.31107,5.85277,9225,ecology-pop2
33387,100000,2.4494300000000006e+73,12096.8,1.2974700000000005e+69,0,0,879.055,643.322,0,0.0011655,0.0,0,4575.66,32.884,0,3.7304e+79,830.0,849.0,839.0,840.0,785.0,810.0,796.0,803.0,806.0,200.002,188.617,190.939,196.21,200.019,199.286,194.022,194.06,192.898,930.0,25770.0,858.0,838.0,19.0,0.0,0.0,0.0,1.0,2.0,0.0,33.0,417.0,858.0,0.0,0.0,36.0,1.1877,87.0,3.06084,8.57576,10759,killed-pop8
33488,100000,1.0089500000000005e+82,4113.65,5.921790000000001e+77,0,0,453.195,380.911,0,0.00113766,0.0,0,721.237,2.85511,0,7.966380000000004e+76,341.0,272.0,341.0,333.0,337.0,333.0,277.0,183.0,317.0,216.569,217.297,217.117,217.092,214.37,217.107,214.846,217.061,215.372,9000.0,26370.0,879.0,832.0,80.0,0.0,0.0,0.0,1.0,1.0,0.0,609.0,576.0,879.0,0.0,0.0,24.0,2.0093400000000003,80.0,1.14732,3.11035,9376,killed-pop9
33589,100000,1161370.0,1710.87,669.1289999999998,0,0,187.643,178.80200000000005,0,0.0140351,0.0122807,0,1743.64,6.36025,0,435.463,614.0,257.0,1128.0,1045.0,433.0,1045.0,1098.0,972.0,972.0,25.5579,50.3137,11.0123,12.5744,23.8808,10.5185,10.5002,11.4275,11.5758,9000.0,33720.0,1140.0,155.0,143.0,0.0,0.0,0.0,16.0,14.0,14.0,954.0,309.0,1140.0,0.0,0.0,11.0,2.14837,43.0,2.71572,6.634989999999998,9285,ecology-pop5
33674,100000,38717.9,1047.39,37.4062,0,0,217.215,202.138,0,0.0323625,0.0323625,0,2805.6,1.7287,0,33.7943,850.0,881.0,841.0,881.0,1209.0,1236.0,881.0,1236.0,355.0,11.3691,11.0165,10.7549,11.4176,7.80778,7.59952,10.9494,7.591589999999999,27.9351,9000.0,36150.0,1236.0,97.0,97.0,0.0,0.0,0.0,40.0,33.0,40.0,1236.0,400.0,1236.0,0.0,0.0,6.0,1.35457,7.0,2.6971700000000003,6.78135,9587,ecology-pop10
33775,100000,4072350000.0,2337.83,1748730.0,0,0,433.568,399.878,0,0.00740741,0.0031746,0,3279.11,22.6013,0,1670440.0,889.0,908.0,815.0,912.0,796.0,823.0,799.0,901.0,922.0,17.3828,17.1598,18.4744,16.5947,15.702,17.9157,18.4108,16.8363,68.9461,930.0,28290.0,945.0,796.0,92.0,0.0,0.0,0.0,7.0,6.0,3.0,269.0,485.0,945.0,0.0,0.0,47.0,1.6914,173.0,2.87647,8.2161,10392,killed-pop10
33876,100000,191601000.0,2534.88,75576.1,0,0,178.12,173.12,0,0.00407332,0.00407332,0,1282.93,2.90135,0,51579.5,982.0,982.0,288.0,982.0,982.0,982.0,982.0,982.0,982.0,21.3496,19.452,43.124,15.9378,23.3132,22.6802,24.2989,30.7465,17.02,930.0,29460.0,982.0,2.0,2.0,0.0,0.0,0.0,4.0,6.0,4.0,982.0,500.0,982.0,0.0,0.0,2.0,0.872383,2.0,2.91103,8.292860000000001,10121,ecology-pop7
33977,100000,19157100.0,2108.61,9091.0,0,0,120.974,115.974,0,0.00947368,0.00947368,0,1624.98,23.3629,0,6994.76,565.0,634.0,565.0,634.0,316.0,565.0,950.0,385.0,950.0,23.3672,50.7189,72.1712,18.33,52.0138,23.5509,15.5328,43.1664,17.1322,930.0,28440.0,950.0,3.0,3.0,0.0,0.0,0.0,9.0,7.0,9.0,950.0,448.0,950.0,0.0,0.0,3.0,1.24886,3.0,2.42011,5.85684,10704,ecology-pop6
34078,100000,1.6262300000000007e+88,11557.0,1.2300400000000005e+84,0,0,682.921,459.866,0,0.00144509,0.0,0,5549.38,55.9059,0,8.153580000000004e+85,626.0,620.0,608.0,618.0,635.0,604.0,615.0,523.0,612.0,230.948,226.475,230.247,230.602,231.09,229.36900000000003,230.601,230.704,229.366,930.0,20730.0,692.0,666.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,372.0,692.0,0.0,0.0,24.0,1.56394,34.0,2.81726,7.89162,10376,killed-pop9
34179,100000,1.52064e+56,7351.99,7.67495e+51,0,0,448.4380000000001,382.835,0,0.00111235,0.0,0,965.707,45.7408,0,1.26089e+65,615.0,482.0,608.0,567.0,612.0,615.0,613.0,467.0,507.0,134.264,152.215,136.47,138.453,148.616,136.861,133.671,150.109,216.329,9000.0,26970.0,899.0,852.0,242.0,0.0,0.0,0.0,1.0,4.0,0.0,512.0,334.0,899.0,0.0,0.0,19.0,2.14265,154.0,2.06238,5.64621,11051,killed-pop3
34280,100000,3767470.0,1823.97,2042.75,0,0,198.288,189.818,0,0.0155039,0.0116279,0,1617.84,-7.55663,0,1808.42,555.0,228.0,1010.0,931.0,399.0,931.0,983.0,879.0,879.0,25.1724,63.246,11.9148,13.0056,33.1113,13.6956,12.9434,14.2659,14.4364,9000.0,30510.0,1032.0,183.0,153.0,0.0,0.0,0.0,16.0,8.0,12.0,811.0,224.0,1032.0,0.0,0.0,9.0,2.12065,39.0,2.69103,6.581460000000001,9484,ecology-pop5
34381,100000,1.43626e+33,2371.95,1.27688e+29,0,0,367.009,350.682,0,0.00111982,0.0,0,372.289,-0.638025,0,-3.70681e+42,455.0,434.0,455.0,455.0,455.0,455.0,429.0,104.0,377.0,103.685,103.762,107.252,106.728,106.715,106.729,107.176,994.992,106.923,9000.0,26790.0,893.0,558.0,154.0,0.0,0.0,0.0,1.0,1.0,0.0,739.0,521.0,893.0,0.0,0.0,5.0,1.5099200000000002,28.0,1.5137,4.0526300000000015,9361,ecology-pop9
34482,100000,2745.15,783.688,3.5034,0,0,108.0,104.078,0,0.0309353,0.0309353,0,3882.27,9.89999,0,2.30297,1390.0,1390.0,921.0,1390.0,1047.0,469.0,812.0,921.0,921.0,5.76273,5.51114,4.64906,3.51174,9.32656,13.3037,7.06232,5.8333,4.48996,930.0,41160.0,1390.0,3.0,3.0,0.0,0.0,0.0,43.0,38.0,43.0,1390.0,727.0,1390.0,0.0,0.0,3.0,1.55534,3.0,2.6664,6.6601300000000005,10141,ecology-pop8
34583,100000,2096.63,1048.35,1.89396,0,0,135.003,131.44299999999998,0,0.0184391,0.0124357,0,3353.04,17.299,0,1.26473,610.0,1576.0,2057.0,1272.0,2070.0,2155.0,2024.0,742.0,1243.0,13.7882,4.82263,3.60181,5.49391,3.59332,3.55626,3.55345,9.12386,5.80929,9000.0,68790.0,2332.0,1243.0,480.0,0.0,0.0,0.0,43.0,43.0,29.0,1529.0,974.0,2332.0,0.0,0.0,69.0,3.3995300000000004,148.0,2.45708,5.8909699999999985,11078,killed-pop4
34684,100000,4644900000.0,3576.0,1298910.0,0,0,323.0,307.0,0,0.00529101,0.00529101,0,1123.8,-30.5857,0,1996750.0,945.0,945.0,945.0,945.0,945.0,945.0,945.0,0.0,945.0,32.626999999999995,24.1083,34.7763,22.6501,28.2537,25.5786,22.65,994.992,20.9343,930.0,28350.0,945.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,5.0,945.0,466.0,945.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,10764,ecology-pop9
34777,100000,12910200.0,2096.28,5980.73,0,0,120.85,116.174,0,0.015122899999999996,0.015122899999999996,0,1170.39,-2.2024,0,4305.01,536.0,598.0,540.0,931.0,702.0,722.0,598.0,435.0,815.0,25.4776,58.7173,29.4298,18.4082,32.1901,18.7999,20.5182,57.0866,14.2081,9000.0,31260.0,1058.0,102.0,85.0,0.0,0.0,0.0,16.0,13.0,16.0,1058.0,237.0,1058.0,0.0,0.0,10.0,2.57064,22.0,2.34582,5.5540699999999985,9508,ecology-pop6
34878,100000,96788300.0,2225.96,43047.5,0,0,121.247,116.457,0,0.00738397,0.00316456,0,1760.73,-21.7224,0,31164.2,546.0,614.0,536.0,631.0,487.0,548.0,823.0,356.0,692.0,30.2937,48.8459,74.2252,23.3254,28.3585,28.8059,18.084,38.3549,24.8088,930.0,28410.0,948.0,377.0,115.0,0.0,0.0,0.0,7.0,8.0,3.0,698.0,454.0,948.0,0.0,0.0,37.0,2.92148,76.0,2.3201,5.51903,10316,killed-pop6
34972,100000,3300000000000000.0,3584.34,716052000000.0,0,0,527.941,309.217,0,0.0,0.0,0,2331.97,-26.8838,0,-1.63004e+16,860.0,704.0,724.0,688.0,669.0,868.0,711.0,524.0,558.0,26.6193,38.9805,28.3439,41.2952,87.7301,30.5555,27.2845,46.7568,41.505,9000.0,28140.0,938.0,897.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,201.0,938.0,0.0,0.0,64.0,3.5671699999999995,375.0,2.50676,6.722810000000001,9232,killed-pop2
35073,100000,3296.86,797.698,4.14684,0,0,107.907,103.914,0,0.020658000000000003,0.020658000000000003,0,3711.46,2.42558,0,3.28577,1166.0,928.0,972.0,680.0,1209.0,1267.0,379.0,928.0,928.0,7.34921,5.05435,10.257,7.7111800000000015,6.26166,4.57512,17.1511,6.1757,5.06595,9000.0,38460.0,1307.0,69.0,69.0,0.0,0.0,0.0,27.0,35.0,27.0,1307.0,438.0,1307.0,0.0,0.0,13.0,2.47703,45.0,2.61872,6.46782,9545,ecology-pop8
35174,100000,1098860000.0,1412.11,423274.0,0,0,332.327,311.463,0,0.0103842,0.0103842,0,1246.45,5.09172,0,344012.0,541.0,231.0,541.0,541.0,346.0,541.0,300.0,195.0,346.0,21.0957,54.4148,16.9438,21.1886,56.3526,16.2425,28.0897,40.0561,35.218,9000.0,28650.0,963.0,396.0,43.0,0.0,0.0,0.0,10.0,8.0,10.0,963.0,531.0,963.0,0.0,0.0,5.0,1.89921,10.0,1.51123,3.70219,9823,ecology-pop2
35275,100000,1866.95,791.2389999999998,2.3570900000000004,0,0,108.217,103.865,0,0.0269058,0.0269058,0,3785.23,-11.6423,0,1.5325799999999998,1468.0,990.0,1216.0,916.0,1492.0,1561.0,571.0,990.0,990.0,5.0812300000000015,7.006469999999998,8.28007,5.0406900000000014,4.89088,3.79576,7.45702,8.43867,6.6289,9000.0,45720.0,1561.0,34.0,34.0,0.0,0.0,0.0,42.0,34.0,42.0,1561.0,600.0,1561.0,0.0,0.0,6.0,2.00096,22.0,2.63815,6.53198,9344,ecology-pop8
35376,100000,455354000.0,2304.26,203496.0,0,0,328.458,309.219,0,0.014941299999999998,0.013874100000000002,0,1771.64,-7.08873,0,133677.0,937.0,575.0,214.0,937.0,937.0,723.0,723.0,365.0,572.0,16.0627,65.1969,74.3709,15.8914,16.7495,23.474,24.2983,36.9516,31.2977,930.0,28050.0,937.0,173.0,40.0,0.0,0.0,0.0,14.0,12.0,13.0,723.0,445.0,937.0,0.0,0.0,4.0,1.36993,13.0,2.6329700000000003,6.3852699999999984,10829,ecology-pop2
35477,100000,4935550.0,2144.83,2298.48,0,0,120.887,116.158,0,0.00983021,0.00983021,0,1202.43,0.463765,0,1989.36,601.0,650.0,565.0,912.0,788.0,815.0,650.0,464.0,866.0,23.7464,53.3147,26.1838,15.7673,27.6254,17.258,22.5043,32.7811,18.1295,9000.0,33300.0,1119.0,86.0,80.0,0.0,0.0,0.0,11.0,11.0,11.0,1119.0,280.0,1119.0,0.0,0.0,10.0,2.58839,17.0,2.3902400000000004,5.63604,9309,ecology-pop6
35578,100000,2.98202e+33,1537.92,2.65068e+29,0,0,349.1430000000001,340.837,0,0.00112108,0.0,0,264.643,-0.977147,0,2.46946e+29,290.0,262.0,290.0,290.0,290.0,290.0,261.0,39.0,282.0,100.736,100.817,106.949,106.551,106.463,106.552,106.874,994.992,106.621,9000.0,26730.0,892.0,662.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,796.0,641.0,892.0,0.0,0.0,6.0,1.15464,29.0,0.966918,2.57175,9560,ecology-pop9
35679,100000,10220100.0,2115.17,4766.78,0,0,120.859,116.058,0,0.0127576,0.0127576,0,1164.04,0.431204,0,4275.27,552.0,577.0,537.0,872.0,670.0,702.0,578.0,425.0,789.0,26.1062,55.3326,26.1004,17.1339,37.99800000000001,19.4131,24.0314,35.8296,19.7048,9000.0,30180.0,1019.0,102.0,87.0,0.0,0.0,0.0,13.0,8.0,13.0,1019.0,195.0,1019.0,0.0,0.0,11.0,2.57134,19.0,2.3597200000000003,5.59248,9502,ecology-pop6
35780,100000,1543.93,1018.92,1.45596,0,0,132.42600000000002,127.762,0,0.0195918,0.0134694,0,3520.6,19.5345,0,1.01481,895.0,1539.0,2166.0,1433.0,2215.0,2026.0,2174.0,707.0,1397.0,6.7553,4.18838,2.92148,3.97396,2.67713,3.14722,2.89571,9.87895,3.90155,9000.0,72090.0,2450.0,1317.0,463.0,0.0,0.0,0.0,48.0,40.0,33.0,1569.0,1070.0,2450.0,0.0,0.0,78.0,3.69954,194.0,2.47209,5.94027,11072,killed-pop4
35881,100000,111111000000000.0,3800.83,27340600000.0,0,0,545.622,352.467,0,0.0108108,0.00216216,0,1977.28,-29.3802,0,-4.05959e+20,911.0,554.0,810.0,896.0,867.0,885.0,820.0,339.0,506.0,29.7919,60.2356,80.6962,31.8046,33.8743,46.3837,34.1845,76.1656,59.3998,930.0,27660.0,925.0,818.0,76.0,0.0,0.0,0.0,10.0,8.0,2.0,202.0,450.0,925.0,0.0,0.0,41.0,2.45338,171.0,2.61472,7.1212100000000005,10836,killed-pop2
35982,100000,100075000.0,2415.13,39149.4,0,0,176.753,171.804,0,0.00839552,0.00839552,0,1095.04,1.31991,0,28417.3,1001.0,319.0,1009.0,977.0,586.0,1010.0,1010.0,1009.0,1010.0,21.1282,36.7857,21.3278,21.4227,24.1423,13.3322,22.283,20.3366,16.9743,9000.0,31950.0,1072.0,123.0,77.0,0.0,0.0,0.0,9.0,15.0,9.0,1064.0,294.0,1072.0,0.0,0.0,7.0,1.99418,25.0,2.64955,7.39188,9326,ecology-pop7
36061,100000,113733000000.0,2610.16,35360900.0,0,0,440.35,298.395,0,0.0110331,0.00100301,0,1531.65,-3.00654,0,-9.64983e+31,834.0,422.0,774.0,745.0,425.0,821.0,496.0,355.0,376.0,21.3899,57.7128,23.0936,23.5058,72.5675,22.6964,31.2433,59.606,48.3119,9000.0,29580.0,997.0,930.0,193.0,0.0,0.0,0.0,11.0,4.0,1.0,266.0,324.0,997.0,0.0,0.0,51.0,3.22671,274.0,2.10314,5.2578,9238,killed-pop2
36162,100000,116335000000.0,3010.6,35066900.0,0,0,195.132,186.08900000000003,0,0.00643777,0.00321888,0,1839.9,-7.8170199999999985,0,26659500.0,894.0,857.0,253.0,833.0,803.0,811.0,788.0,759.0,758.0,26.2444,27.1952,83.719,26.0658,22.6822,32.4897,22.9425,27.0911,33.7738,930.0,27900.0,932.0,580.0,146.0,0.0,0.0,0.0,6.0,4.0,3.0,545.0,437.0,932.0,0.0,0.0,40.0,2.30415,140.0,2.63383,7.24893,10537,killed-pop7
36263,100000,519494000.0,1445.26,211397.0,0,0,334.1269999999999,314.886,0,0.0102881,0.0102881,0,1272.99,-9.78459,0,235112.0,576.0,248.0,584.0,576.0,337.0,584.0,314.0,239.0,345.0,14.9332,63.6992,21.7936,18.61,66.3869,18.3728,28.1587,42.5896,43.6285,9000.0,28860.0,972.0,379.0,46.0,0.0,0.0,0.0,10.0,6.0,10.0,972.0,492.0,972.0,0.0,0.0,6.0,2.02227,13.0,1.59888,3.89545,9829,ecology-pop2
36358,100000,247459000.0,2216.06,95910.9,0,0,176.296,171.81799999999996,0,0.00909091,0.00909091,0,1102.12,-0.0196236,0,502463000.0,846.0,315.0,855.0,851.0,492.0,855.0,855.0,853.0,855.0,21.1842,55.6342,22.2606,21.4056,40.3793,15.7666,23.3909,20.9722,20.2362,9000.0,29490.0,990.0,184.0,87.0,0.0,0.0,0.0,9.0,8.0,9.0,982.0,276.0,990.0,0.0,0.0,8.0,1.99706,21.0,2.42665,6.84045,9527,ecology-pop7
36459,100000,7026.72,780.8689999999998,8.9918,0,0,108.0,104.269,0,0.011753200000000002,0.011753200000000002,0,3909.52,14.8039,0,6.47273,1021.0,1021.0,754.0,1021.0,809.0,267.0,479.0,754.0,754.0,7.46678,5.26167,5.88744,4.58516,12.0105,22.1387,8.97761,6.935389999999999,5.57129,930.0,30570.0,1021.0,3.0,3.0,0.0,0.0,0.0,12.0,17.0,12.0,1021.0,549.0,1021.0,0.0,0.0,3.0,1.46236,3.0,2.69055,6.73866,10340,ecology-pop8
36560,100000,4385200.0,2130.79,2041.77,0,0,120.607,115.755,0,0.0115968,0.0115968,0,1215.61,3.48599,0,2065.6,556.0,595.0,587.0,965.0,758.0,792.0,595.0,522.0,879.0,20.294,55.9639,20.75,15.8419,29.1967,15.8424,18.4062,40.6872,17.1723,9000.0,33360.0,1121.0,88.0,84.0,0.0,0.0,0.0,13.0,15.0,13.0,1121.0,283.0,1121.0,0.0,0.0,11.0,2.65553,23.0,2.3722,5.57207,9303,ecology-pop6
36661,100000,222776.0,1197.15,186.538,0,0,237.918,185.909,0,0.0159521,0.00697906,0,2999.58,5.9161199999999985,0,145.6,576.0,600.0,547.0,543.0,889.0,931.0,629.0,776.0,290.0,14.5937,12.9281,13.0958,12.5092,8.87187,8.11864,12.5635,8.76003,23.7511,9000.0,29760.0,1003.0,722.0,254.0,0.0,0.0,0.0,16.0,28.0,7.0,435.0,201.0,1003.0,0.0,0.0,55.0,3.80547,116.0,2.39604,5.74898,9990,killed-pop10
36762,100000,118063000.0,2529.0,46683.5,0,0,178.0,173.0,0,0.0,0.0,0,1321.64,-18.8511,0,26060.3,959.0,959.0,0.0,959.0,959.0,959.0,959.0,959.0,959.0,14.6426,29.6439,994.992,15.0809,16.1041,30.0684,15.3895,29.5086,16.1912,930.0,28770.0,959.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,959.0,476.0,959.0,0.0,0.0,1.0,0.0,1.0,2.94736,8.0,10320,ecology-pop7
36863,100000,372128.0,1981.36,173.59599999999998,0,0,120.792,116.176,0,0.0130854,0.0130854,0,1314.91,1.32598,0,139.609,682.0,741.0,734.0,1184.0,886.0,904.0,753.0,584.0,1040.0,18.8754,52.3548,20.8695,10.46,22.892,12.4372,16.1198,25.0751,14.4794,9000.0,42990.0,1452.0,375.0,239.0,0.0,0.0,0.0,19.0,19.0,19.0,1452.0,539.0,1452.0,0.0,0.0,36.0,2.95852,67.0,2.19425,5.1626,11101,ecology-pop6
36956,100000,1164000.0,1270.03,916.182,0,0,237.799,215.896,0,0.00914634,0.00304878,0,2913.98,-81.1013,0,725.722,972.0,959.0,961.0,957.0,925.0,954.0,940.0,931.0,940.0,11.7666,11.794,11.9031,14.8036,15.2313,11.9066,14.894,14.1365,14.2141,930.0,29430.0,984.0,712.0,164.0,0.0,0.0,0.0,9.0,9.0,3.0,471.0,527.0,984.0,0.0,0.0,37.0,1.10858,58.0,3.09436,8.6789,10398,killed-pop10
37048,100000,6.79366e+17,5717.28,114973000000000.0,0,0,316.581,282.118,0,0.00217628,0.0,0,2386.48,-2.7282900000000003,0,100304000000000.0,887.0,906.0,906.0,882.0,853.0,861.0,878.0,863.0,877.0,51.1239,42.8,43.6581,50.158,46.8711,52.1253,44.983,43.3129,42.9199,930.0,27570.0,919.0,706.0,140.0,0.0,0.0,0.0,2.0,2.0,0.0,369.0,453.0,919.0,0.0,0.0,40.0,1.0008,61.0,3.07518,8.61045,10557,killed-pop8
37149,100000,1297770000.0,2555.86,464786.0,0,0,522.859,478.569,0,0.005976100000000001,0.005976100000000001,0,917.543,-0.13159500000000002,0,-3.54236e+41,862.0,384.0,863.0,384.0,863.0,863.0,384.0,479.0,479.0,18.5766,49.8499,18.8241,32.2518,23.9453,19.0752,32.7165,44.8022,45.393,9000.0,29970.0,1004.0,177.0,55.0,0.0,0.0,0.0,6.0,11.0,6.0,1003.0,294.0,1004.0,0.0,0.0,4.0,1.45023,17.0,2.29552,5.5311900000000005,9404,ecology-pop1
37250,100000,6.717510000000001e+40,15694.6,4.12624e+36,0,0,827.9839999999998,430.146,0,0.0,0.0,0,2486.63,-44.4775,0,-1.22575e+52,889.0,586.0,0.0,852.0,875.0,269.0,280.0,580.0,578.0,107.894,167.84900000000005,994.486,109.304,107.615,264.247,254.267,169.832,169.459,930.0,26910.0,897.0,844.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,443.0,897.0,0.0,0.0,17.0,1.43344,60.0,2.40696,5.47269,10813,killed-pop1
